CP;Commune;Distance;01-févr;03-avr;05-juin;07-août;09-déc;13-16 ;17-31 ;32-54
52100;Saint-Eulien;65;132;147;157;172;264;303;397;463
52210;Saint-Loup-sur-Aujon;160;122;137;147;162;243;280;372;436
52200;Saint-Martin-lès-Langres;170;318;333;343;358;635;730;842;946
52200;Saint-Maurice;180;338;353;363;378;676;778;892;999
52200;Saints-Geosmes;180;359;374;384;399;718;825;941;1053
52150;Saint-Thiébault;145;359;374;384;399;718;825;941;1053
52300;Saint-Urbain-Maconcourt;105;287;302;312;327;573;659;768;865
52200;Saint-Vallier-sur-Marne;180;204;219;229;244;408;469;570;651
52100;Sapignicourt;60;359;374;384;399;718;825;941;1053
52800;Sarcey;160;111;126;136;151;223;256;347;409
52140;Sarrey;170;318;333;343;358;635;730;842;946
52230;Saudron;110;338;353;363;378;676;778;892;999
52500;Saulles;205;214;229;239;254;429;493;595;677
52140;Saulxures;185;410;425;435;450;821;944;1065;1187
52500;Savigny;215;369;384;394;409;738;849;966;1080
52700;Semilly;135;431;446;456;471;862;991;1114;1240
52000;Semoutiers-Montsaon;145;266;281;291;306;532;612;718;811
52400;Serqueux;195;287;302;312;327;573;659;768;865
52330;Sexfontaines;125;390;405;415;430;779;896;1015;1133
52700;Signéville;130;245;260;270;285;491;564;669;758
52120;Silvarouvres;115;256;271;281;296;511;588;694;785
52130;Sommancourt;90;225;240;250;265;449;517;619;704
52150;Sommerécourt;155;173;188;198;213;346;398;496;570
52220;Sommevoire;90;307;322;332;347;614;707;817;919
52320;Soncourt-sur-Marne;125;173;188;198;213;346;398;496;570
52150;Soulaucourt-sur-Mouzon;170;245;260;270;285;491;564;669;758
52400;Soyers;200;338;353;363;378;676;778;892;999
52300;Suzannecourt;100;400;415;425;440;800;920;1040;1160
52210;Ternat;170;194;209;219;234;388;446;545;624
52220;Thilleux;85;338;353;363;378;676;778;892;999
52800;Thivet;165;163;178;188;203;326;374;471;543
52240;Thol-lès-Millières;150;328;343;353;368;656;754;867;972
52300;Thonnance-lès-Joinville;100;297;312;322;337;594;683;793;892
52230;Thonnance-les-Moulins;110;194;209;219;234;388;446;545;624
52600;Torcenay;190;214;229;239;254;429;493;595;677
52500;Tornay;205;379;394;404;419;759;873;991;1106
52000;Treix;135;410;425;435;450;821;944;1065;1187
52110;Trémilly;90;266;281;291;306;532;612;718;811
52130;Troisfontaines-la-Ville;90;173;188;198;213;346;398;496;570
52160;Vaillant;190;173;188;198;213;346;398;496;570
52100;Valcourt;70;379;394;404;419;759;873;991;1106
52140;Val-de-Meuse;170;132;147;157;172;264;303;397;463
52190;Le Val-d'Esnoms;190;338;353;363;378;676;778;892;999
52130;Valleret;90;379;394;404;419;759;873;991;1106
52500;Valleroy;215;173;188;198;213;346;398;496;570
52160;Vals-des-Tilles;190;431;446;456;471;862;991;1114;1240
52400;Varennes-sur-Amance;190;379;394;404;419;759;873;991;1106
52150;Vaudrecourt;155;379;394;404;419;759;873;991;1106
52330;Vaudrémont;115;307;322;332;347;614;707;817;919
52200;Vauxbons;166;225;240;250;265;449;517;619;704
52190;Vaux-sous-Aubigny;200;330;345;355;370;660;759;872;978
52130;Vaux-sur-Blaise;90;400;415;425;440;800;920;1040;1160
52300;Vaux-sur-Saint-Urbain;115;173;188;198;213;346;398;496;570
52300;Vecqueville;95;225;240;250;265;449;517;619;704
52500;Velles;220;183;198;208;223;367;422;520;597
52000;Verbiesles;150;441;456;466;481;883;1015;1139;1267
52250;Verseilles-le-Bas;185;297;312;322;337;594;683;793;892
52250;Verseilles-le-Haut;185;369;384;394;409;738;849;966;1080
52700;Vesaignes-sous-Lafauche;130;369;384;394;409;738;849;966;1080
52800;Vesaignes-sur-Marne;165;256;271;281;296;511;588;694;785
52190;Vesvres-sous-Chalancey;195;328;343;353;368;656;754;867;972
52400;Vicq;190;390;405;415;430;779;896;1015;1133
52310;Viéville;125;379;394;404;419;759;873;991;1106
52700;Vignes-la-Côte;130;245;260;270;285;491;564;669;758
52320;Vignory;120;256;271;281;296;511;588;694;785
52120;Villars-en-Azois;115;235;250;260;275;470;541;644;731
52160;Villars-Santenoge;175;225;240;250;265;449;517;619;704
52130;Ville-en-Blaisois;90;348;363;373;388;697;801;916;1026
52190;Villegusien-le-Lac;190;173;188;198;213;346;398;496;570
52100;Villiers-en-Lieu;65;379;394;404;419;759;873;991;1106
52190;Villiers-lès-Aprey;185;122;137;147;162;243;280;372;436
52000;Villiers-le-Sec;135;369;384;394;409;738;849;966;1080
52210;Villiers-sur-Suize;155;266;281;291;306;532;612;718;811
52600;Violot;195;307;322;332;347;614;707;817;919
52160;Vitry-en-Montagne;170;390;405;415;430;779;896;1015;1133
52800;Vitry-lès-Nogent;180;338;353;363;378;676;778;892;999
52160;Vivey;180;359;374;384;399;718;825;941;1053
52130;Voillecomte;80;359;374;384;399;718;825;941;1053
52400;Voisey;210;153;168;178;193;305;351;446;517
52200;Voisines;175;421;436;446;461;841;967;1090;1214
52500;Voncourt;215;348;363;373;388;697;801;916;1026
52320;Vouécourt;125;431;446;456;471;862;991;1114;1240
52310;Vraincourt;125;245;260;270;285;491;564;669;758
52240;Vroncourt-la-Côte;150;245;260;270;285;491;564;669;758
52130;Wassy;85;297;312;322;337;594;683;793;892
;;;163;178;188;203;326;374;471;543
