CP;Commune;Distance;1-2;3-4 ;5-6 ;7-8 ;9-12 ;13-16 ;17-31 ;32-54 
8800;Laifour;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
8460;Lalobbe;130;153,3333333;183,3333333;213,3333333;233,3333333;306,6666667;352,6666667;383,3333333;429,3333333
8130;Lametz;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8240;Landres-et-Saint-Georges;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8600;Landrichamps;215;245,4166667;275,4166667;305,4166667;325,4166667;490,8333333;564,4583333;613,5416667;687,1666667
8250;Lançon;105;126,25;156,25;186,25;206,25;252,5;290,375;315,625;353,5
8430;Launois-sur-Vence;130;153,3333333;183,3333333;213,3333333;233,3333333;306,6666667;352,6666667;383,3333333;429,3333333
8150;Laval-Morency;150;175;205;235;255;350;402,5;437,5;490
8390;Le Chesne;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8300;Le Châtelet-sur-Retourne;95;115,4166667;145,4166667;175,4166667;195,4166667;230,8333333;265,4583333;288,5416667;323,1666667
8150;Le Châtelet-sur-Sormonne;150;175;205;235;255;350;402,5;437,5;490
8290;Le Fréty;140;164,1666667;194,1666667;224,1666667;244,1666667;328,3333333;377,5833333;410,4166667;459,6666667
8390;Le Mont-Dieu;130;153,3333333;183,3333333;213,3333333;233,3333333;306,6666667;352,6666667;383,3333333;429,3333333
8190;Le Thour;115;137,0833333;167,0833333;197,0833333;217,0833333;274,1666667;315,2916667;342,7083333;383,8333333
8310;Leffincourt;100;120,8333333;150,8333333;180,8333333;200,8333333;241,6666667;277,9166667;302,0833333;338,3333333
8400;Les Alleux;115;137,0833333;167,0833333;197,0833333;217,0833333;274,1666667;315,2916667;342,7083333;383,8333333
8000;Les Ayvelles;150;175;205;235;255;350;402,5;437,5;490
8110;Les Deux-Villes;190;218,3333333;248,3333333;278,3333333;298,3333333;436,6666667;502,1666667;545,8333333;611,3333333
8390;Les Grandes-Armoises;130;153,3333333;183,3333333;213,3333333;233,3333333;306,6666667;352,6666667;383,3333333;429,3333333
8800;Les Hautes-Rivières;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
8500;Les Mazures;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
8390;Les Petites-Armoises;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8290;Liart;150;175;205;235;255;350;402,5;437,5;490
